role,backbone,sequence,region,aggregation_level,coverage_threshold,raw_error_sum,memory_error_sum,oracle_error_sum,helpful_sum,harmful_sum,temporal_difference_sum,gt_relative_temporal_consistency_sum,valid_pixel_count,memory_better_count,memory_worse_count,tie_count,raw_bad1_count,raw_bad3_count,raw_bad5_count,memory_bad1_count,memory_bad3_count,memory_bad5_count,oracle_bad1_count,oracle_bad3_count,oracle_bad5_count,valid_causal_pair_count,causal_pair_count,raw_epe,memory_epe,oracle_epe,oracle_epe_gain,relative_oracle_gain,memory_better_fraction,memory_worse_fraction,tie_fraction,mean_helpful_magnitude,mean_harmful_magnitude,raw_bad1,raw_bad3,raw_bad5,memory_bad1,memory_bad3,memory_bad5,oracle_bad1,oracle_bad3,oracle_bad5,flow_warped_raw_temporal_difference,gt_relative_temporal_error_consistency
seen,RAFT-Stereo,dataset_6_keyframe_3,gt_disparity_ge_8px,sequence,0.5,1638174.342757225,1598053.88510561,1403239.5140872002,234934.82867002487,194814.37101840973,455653.0701851845,429749.1996884346,5994167,3209098,2777917,7152,140145,2171,297,134023,1960,269,87391,901,32,1569,1572,0.2732947451676313,0.26660149527125454,0.23410083737860493,0.03919390778902637,0.14341259201667392,0.5353701356668908,0.46343670438277745,0.0011931599503317142,0.07320899164501204,0.07012965866813506,0.023380229479759238,0.0003621854379432538,4.9548169078372357e-05,0.02235890324710673,0.0003269845501468344,4.4876961219131866e-05,0.014579340215245921,0.0001503127957562744,5.338523267703419e-06,0.07601607866200333,0.07169456568167597
seen,RAFT-Stereo,dataset_6_keyframe_3,motion_high_ge_1px,sequence,0.5,1162700.7620754242,1143464.7079229355,1003794.5700106621,158906.19206476212,139670.1379122734,314919.96042108536,298576.3299770355,3213816,1682461,1528458,2897,137048,808,98,130697,552,67,83512,274,5,1089,1572,0.36178199438780073,0.3557965695369416,0.31233728689217494,0.049444707495625795,0.13666989585619096,0.5235088131990132,0.47558976618449844,0.0009014206164883117,0.09444866303870468,0.09137976831046284,0.042643387175868186,0.0002514145178193151,3.0493344983035744e-05,0.040667231727018596,0.0001717584329656707,2.084749095778974e-05,0.025985308430849806,8.525690331991626e-05,1.555782907297742e-06,0.0979894183180012,0.09290399014039245
seen,RAFT-Stereo,dataset_6_keyframe_3,motion_low_lt_1px,sequence,0.5,799474.718202591,779637.2305393219,664915.7345643044,134558.9836382866,114721.49597501755,268657.81622838974,249280.47961330414,4262248,2265177,1992468,4603,14496,1471,229,14934,1478,219,7119,638,30,1212,1572,0.18757114044105153,0.18291690923177673,0.15600118401470406,0.03156995642634747,0.1683092417741579,0.5314512435691213,0.46746880988623846,0.0010799465446402932,0.059403297684148565,0.057577585173271315,0.0034010221835988896,0.00034512304305146015,5.3727516559336764e-05,0.0035037848571927302,0.00034676536888515166,5.138133679692031e-05,0.0016702453728642726,0.00014968626884216967,7.0385392872493575e-06,0.06303195314500463,0.05848568164342013
seen,RAFT-Stereo,dataset_6_keyframe_3,non_boundary,sequence,0.5,612787.0213255882,606753.8566746712,513500.9245734215,99286.09675216675,93252.9321012497,206301.30662059784,192539.02885341644,2834802,1446551,1384020,4231,26137,36,1,25968,14,0,11239,3,0,718,1572,0.2161657220947312,0.2140374730491481,0.1811417250917071,0.03502399700302411,0.1620238244233533,0.5102829051200048,0.488224574414721,0.0014925204652741178,0.06863643020686222,0.06737831252528843,0.009220044292335056,1.2699299633625206e-05,3.527583231562557e-07,0.009160428135721647,4.93861652418758e-06,0.0,0.003964650793953158,1.0582749694687671e-06,0.0,0.07277450298842665,0.06791974496046511
seen,RAFT-Stereo,dataset_6_keyframe_3,raw_error_high_gt_3px,sequence,0.5,9710.37584400177,4753.320139408112,4359.762634277344,5350.613209724426,393.5575051307678,5883.926953792572,5744.170714855194,2279,1872,407,0,2279,2279,327,1238,912,53,1238,912,35,196,1572,4.2608055480481655,2.08570431742348,1.913015635926873,2.3477899121212924,0.5510201969195221,0.82141290039491,0.17858709960508995,0.0,2.858233552203219,0.9669717570780536,1.0,1.0,0.14348398420359806,0.5432207108380869,0.4001755155770075,0.023255813953488372,0.5432207108380869,0.4001755155770075,0.015357612988152698,2.5818020859116158,2.5204785936179
seen,RAFT-Stereo,dataset_6_keyframe_3,raw_error_low_le_1px,sequence,0.5,1762853.7060904503,1755511.1833319664,1508910.5041656494,253943.20192480087,246600.679166317,535373.3738698959,500543.88109111786,7324520,3838630,3478424,7466,0,0,0,55000,912,193,0,0,0,1569,1572,0.2406783934087763,0.23967593553324537,0.20600810758461297,0.034670285824163344,0.14405234027500824,0.5240793935984883,0.4749012904599892,0.001019315941522448,0.06615464421546252,0.07089437031434839,0.0,0.0,0.0,0.007509024482150366,0.0001245132786858388,2.634984954645492e-05,0.0,0.0,0.0,0.07309330493600891,0.06833811377279574
seen,RAFT-Stereo,dataset_6_keyframe_3,raw_error_mid_1_to_3px,sequence,0.5,189611.39834356308,162837.43499088287,155440.03777503967,34171.36056852341,7397.397215843201,42320.47582578659,41568.75778436661,149265,107136,42095,34,149265,0,0,89393,206,40,89393,0,0,1011,1572,1.2703004612170508,1.09092844934099,1.0413696296857244,0.22893083153132632,0.1802178606721059,0.7177570093457943,0.28201520785180717,0.00022778280239841892,0.31895311163869666,0.17573101831198956,1.0,0.0,0.0,0.5988878839647607,0.0013800958027668912,0.00026797976752755166,0.5988878839647607,0.0,0.0,0.2835257818362415,0.2784896511865917
seen,RAFT-Stereo,dataset_6_keyframe_4,all,sequence,0.5,1834586.491446972,1816422.4593410492,1587412.3253054619,247174.16614151,229010.1340355873,527911.2101426125,476184.3001770973,6613166,3375751,3229651,7764,301108,56287,16068,292529,54067,15380,252882,49521,14356,1198,1359,0.2774142508213119,0.27466760388912803,0.24003817918761783,0.03737607163369405,0.13473017886802338,0.5104591356091772,0.488366842749751,0.001174021641071765,0.07322049705132577,0.07090863193440632,0.04553159560791306,0.008511354470763323,0.0024296985740264194,0.04423433496149953,0.008175660493022555,0.002325663683627479,0.038239173188757095,0.007488243906171416,0.0021708210560569628,0.07982730361563772,0.07200549633520424
seen,RAFT-Stereo,dataset_6_keyframe_4,boundary,sequence,0.5,1463798.3281216621,1442960.9985656738,1283040.9845314026,180757.34359025955,159920.01403427124,376941.9507212639,340677.3576245308,3998106,2083401,1910512,4193,296538,56000,16064,287725,53811,15378,250392,49365,14354,1198,1359,0.36612294124309414,0.36091114106671357,0.3209121980586314,0.04521074318446272,0.12348514144172192,0.5210969894244925,0.47785426399400116,0.0010487465815063432,0.08676070693556331,0.08370531775475434,0.07416961931474553,0.01400663214031844,0.004017902476822776,0.07196532558166292,0.013459122894690636,0.0038463212331038745,0.06262765419426099,0.012347096350121782,0.003590199959680909,0.09428012932154972,0.08520968619254486
seen,RAFT-Stereo,dataset_6_keyframe_4,fb_consistent,sequence,0.5,1820247.13199234,1802500.8308534622,1576188.5681533813,244058.56383895874,226312.26270008087,521370.42932128906,470370.8265390396,6590337,3363544,3219039,7754,297470,55669,15902,289093,53453,15171,250533,49074,14227,1198,1359,0.2761994010309852,0.2735066250562698,0.23916661138169132,0.03703278964929391,0.13407990571688247,0.5103751143530293,0.4884483145550827,0.0011765710918880173,0.07255994386841937,0.07030429351743823,0.0451372972277442,0.00844706423965876,0.0024129266834154307,0.043866193792517744,0.00811081436351434,0.002302006710734216,0.038015203167910835,0.007446356688588156,0.002158766691293632,0.07911134579632105,0.07137280332387246
seen,RAFT-Stereo,dataset_6_keyframe_4,fb_inconsistent_occlusion_like,sequence,0.5,14339.359454631805,13921.628487586975,11223.757152080536,3115.6023025512695,2697.871335506439,6540.780821323395,5813.473638057709,22829,12207,10612,10,3638,618,166,3436,614,209,2349,447,129,311,1359,0.6281203493202421,0.6098220897799718,0.4916447129563509,0.13647563636389115,0.2172762536854385,0.53471461737264,0.4648473432914276,0.0004380393359323667,0.2552307940158327,0.2542283580386769,0.15935871041219501,0.027070830960620264,0.007271452976477287,0.1505103158263612,0.026895615226247317,0.009155022120986464,0.10289544001051294,0.019580358316176792,0.005650707433527531,0.286511928745166,0.2546530131875119
seen,RAFT-Stereo,dataset_6_keyframe_4,gt_disparity_0_to_2px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
seen,RAFT-Stereo,dataset_6_keyframe_4,gt_disparity_2_to_4px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
seen,RAFT-Stereo,dataset_6_keyframe_4,gt_disparity_4_to_8px,sequence,0.5,295636.5878081322,294117.0933408737,240824.96485424042,54811.622953891754,53292.1284866333,123012.96679258347,108103.75144052505,2079395,1040248,1037992,1155,6687,281,154,6427,300,154,3401,250,127,832,1359,0.142174328498497,0.14144358976571247,0.1158149196541496,0.026359408844347412,0.18540202807869122,0.5002647404653757,0.4991798095119013,0.0005554500227229554,0.05269091885193892,0.05134155994134184,0.00321583922246615,0.00013513546007372335,7.40600030297274e-05,0.003090802853714662,0.00014427273317479364,7.40600030297274e-05,0.001635571885091577,0.00012022727764566136,6.107545704399597e-05,0.05915805645035381,0.05198807895591028
seen,RAFT-Stereo,dataset_6_keyframe_4,gt_disparity_ge_8px,sequence,0.5,1538949.9036388397,1522305.3660001755,1346587.3604512215,192362.54318761826,175718.005548954,404898.243350029,368080.54873657227,4533771,2335503,2191659,6609,294421,56006,15914,286102,53767,15226,249481,49271,14229,1198,1359,0.33944147237230105,0.3357702376234211,0.29701265468662214,0.04242881768567891,0.12499597467908334,0.5151347520640103,0.4834075210238894,0.0014577269121003244,0.08236450271638197,0.08017579630268852,0.06493953929300796,0.012353072089437247,0.0035101022967414983,0.06310464291204827,0.011859222708866416,0.003358352241434338,0.05502726097105478,0.010867553742789391,0.0031384470014034676,0.0893071668926439,0.08118640062247791
seen,RAFT-Stereo,dataset_6_keyframe_4,motion_high_ge_1px,sequence,0.5,834696.713124752,815137.8870015144,716262.5267133713,118434.18641138077,98875.36028814316,242478.74999332428,217309.54669952393,2236554,1157071,1078021,1462,167998,25436,6992,160417,24674,6695,134393,21797,5953,817,1359,0.37320659958344493,0.3644615274218796,0.32025273108244706,0.05295386850099787,0.1418888855666068,0.517345434091911,0.4820008817135647,0.0006536841945242547,0.10235688770298518,0.09171932669970544,0.07511466300388901,0.011372853058768086,0.0031262379535660664,0.07172507348358233,0.011032150352730138,0.0029934443791654482,0.060089315974485746,0.009745796435051423,0.0026616840013699646,0.10841622871315616,0.09716266484043037
seen,RAFT-Stereo,dataset_6_keyframe_4,motion_low_lt_1px,sequence,0.5,999889.7783222198,1001284.5723395348,871149.7985920906,128739.97973012924,130134.77374744415,285432.4601492882,258874.7534775734,4376612,2218680,2151630,6302,133110,30851,9076,132112,29393,8685,118489,27724,8403,956,1359,0.22846205656846433,0.2287807492049866,0.19904661381728392,0.02941544275118041,0.12875417123090346,0.50694007145253,0.49162000195585076,0.0014399265916192707,0.05802548349925597,0.060481947987081494,0.03041393662495099,0.00704905986639894,0.002073750197641463,0.03018590635861712,0.006715925469289944,0.0019844116864826036,0.027073224676987587,0.006334580264368877,0.001919978284572633,0.06521767525869056,0.05914957813888309
seen,RAFT-Stereo,dataset_6_keyframe_4,non_boundary,sequence,0.5,370788.16332530975,373461.46077537537,304371.3407740593,66416.82255125046,69090.12000131607,150969.25942134857,135506.94255256653,2615060,1292350,1319139,3571,4570,287,4,4804,256,2,2490,156,2,608,1359,0.14178954338535626,0.1428118134097785,0.11639172362166042,0.025397819763695845,0.17912336239541682,0.49419516187009094,0.5044392862878864,0.0013655518420227452,0.05139228734572713,0.05237516289133751,0.0017475698454337567,0.00010974891589485519,1.5296016152593058e-06,0.0018370515399264262,9.789450337659557e-05,7.648008076296529e-07,0.0009521770054989179,5.965446299511292e-05,7.648008076296529e-07,0.057730705766348984,0.05181790955181393
seen,RAFT-Stereo,dataset_6_keyframe_4,raw_error_high_gt_3px,sequence,0.5,245889.4832034111,234090.11310625076,231111.3275294304,14778.155673980713,2978.7855768203735,18634.180835723877,17756.941250801086,56287,35959,20325,3,56287,56287,16068,55019,49521,15188,55019,49521,14356,526,1359,4.368495091289483,4.158866400878547,4.105945023352291,0.26255006793719193,0.06010080415580666,0.6388508891928865,0.361095812532201,5.3298274912502e-05,0.4109723761500796,0.14655771595672196,1.0,1.0,0.28546556043136073,0.9774725958036492,0.8797946239806705,0.26983139979036014,0.9774725958036492,0.8797946239806705,0.2550500115479596,0.33105656431722913,0.3154714454634478
seen,RAFT-Stereo,dataset_6_keyframe_4,raw_error_low_le_1px,sequence,0.5,1175142.923816681,1204884.8364605904,995963.875333786,179179.0484828949,208920.96112680435,430878.6551814079,388100.00960969925,6312058,3179222,3125089,7747,0,0,0,39647,1111,90,0,0,0,1161,1359,0.18617429114508785,0.1908862111946041,0.15778750374818895,0.0283867873968989,0.15247426066350234,0.5036743958943343,0.4950982706432672,0.001227333462398476,0.05635940128839537,0.06685280359273107,0.0,0.0,0.0,0.006281152676353734,0.00017601232434809693,1.4258424114607311e-05,0.0,0.0,0.0,0.0682627845278684,0.06148549484331406
seen,RAFT-Stereo,dataset_6_keyframe_4,raw_error_mid_1_to_3px,sequence,0.5,413554.0844268799,377447.50977420807,360337.1224422455,53216.9619846344,17110.387331962585,78398.37412548065,70327.34931659698,244821,160570,84237,14,244821,0,0,197863,3435,102,197863,0,0,941,1359,1.6892100123227987,1.5417284864215408,1.4718391087457592,0.21737090357703948,0.12868198861676006,0.6558669395190772,0.34407587584398397,5.7184636938824695e-05,0.3314253097380233,0.20312199309047788,1.0,0.0,0.0,0.8081945584733335,0.014030659134633059,0.0004166309262685799,0.8081945584733335,0.0,0.0,0.3202273257828399,0.2872602812528214
seen,RAFT-Stereo,dataset_7_keyframe_1,all,sequence,0.5,428626.9454932213,422082.8423266411,353141.0619645119,75485.88352870941,68941.78036212921,165123.97007656097,144427.66389083862,2987068,1554752,1432163,153,38320,8856,2540,37102,8433,1989,34416,8049,1869,646,646,0.14349420418056144,0.1413033925999144,0.11822330859709651,0.02527089558346493,0.17611091491657802,0.5204943442867722,0.4794544349174508,5.122079577699604e-05,0.04855171984259188,0.04813822194968674,0.012828633295258093,0.0029647801790920057,0.0008503321651867316,0.012420875587700046,0.0028231697437085465,0.0006658703451009485,0.011521666061837226,0.002694615589601576,0.0006256971719425203,0.05527961535410676,0.04835097958628281
seen,RAFT-Stereo,dataset_7_keyframe_1,boundary,sequence,0.5,400249.41593265533,393948.14867067337,330996.86656713486,69252.54936552048,62951.28210353851,151198.41890192032,132203.831469059,2649851,1383377,1266328,146,38304,8854,2540,37085,8432,1989,34416,8049,1869,646,646,0.15104600822184167,0.14866803781445576,0.124911501275783,0.026134506946058664,0.17302348637823547,0.522058410076642,0.4778864924858039,5.509743755403606e-05,0.05006050365556206,0.04971167193929102,0.014455152384039707,0.00334131994591394,0.0009585444615565177,0.013995126518434433,0.0031820657086002193,0.0007506082417464227,0.012987900074381541,0.0030375292799481933,0.0007053226766335163,0.05705921536792836,0.049891043484731404
seen,RAFT-Stereo,dataset_7_keyframe_1,fb_consistent,sequence,0.5,426764.4077129364,420269.2650074959,351630.94307518005,75133.46463775635,68638.32193231583,164334.52107572556,143771.78657007217,2980916,1551730,1429034,152,38136,8842,2540,36946,8421,1989,34276,8039,1869,646,646,0.14316552620501094,0.14098661787433658,0.11796070170215466,0.025204824502856285,0.1760537272552845,0.5205547556522895,0.47939425331005636,5.099103765419757e-05,0.04841916096083491,0.048031272826479864,0.01279338297355578,0.0029662023351211507,0.0008520870765898804,0.012394176823499891,0.0028249705795131428,0.0006672445650934142,0.011498478991021552,0.0026968220506716728,0.0006269884827348372,0.05512886678984767,0.0482307406750382
seen,RAFT-Stereo,dataset_7_keyframe_1,fb_inconsistent_occlusion_like,sequence,0.5,1862.5377802848816,1813.5773191452026,1510.1188893318176,352.41889095306396,303.458429813385,789.4490008354187,655.877320766449,6152,3022,3129,1,184,14,0,156,12,0,140,10,0,193,646,0.3027532152608715,0.2947947527869315,0.24546795990439169,0.057285255356479825,0.1892143583252095,0.491222366710013,0.5086150845253576,0.00016254876462938882,0.11661776669525611,0.09698255986365772,0.02990897269180754,0.0022756827048114434,0.0,0.025357607282184655,0.0019505851755526658,0.0,0.022756827048114433,0.001625487646293888,0.0,0.12832395982370265,0.10661204823901967
seen,RAFT-Stereo,dataset_7_keyframe_1,gt_disparity_0_to_2px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
seen,RAFT-Stereo,dataset_7_keyframe_1,gt_disparity_2_to_4px,sequence,0.5,2.3490657806396484,2.3207197189331055,2.3207197189331055,0.02834606170654297,0.0,0.02834606170654297,0.02834606170654297,1,1,0,0,1,0,0,1,0,0,1,0,0,1,646,2.3490657806396484,2.3207197189331055,2.3207197189331055,0.02834606170654297,0.012066951015234815,1.0,0.0,0.0,0.02834606170654297,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.02834606170654297,0.02834606170654297
seen,RAFT-Stereo,dataset_7_keyframe_1,gt_disparity_4_to_8px,sequence,0.5,278476.74403238297,274691.554207325,218872.19527053833,59604.548761844635,55819.35893678665,133611.21271800995,115423.90769863129,2579340,1337988,1241220,132,5183,2866,1504,5555,2758,1060,4613,2538,995,646,646,0.10796434127814983,0.1064968380311727,0.08485589153447716,0.023108449743672668,0.21403779683273472,0.5187326990625509,0.4812161250552467,5.1175882202423876e-05,0.044547894870390944,0.0449713660243846,0.002009428768599719,0.001111136957516264,0.0005830949002457993,0.0021536517093520046,0.001069265781168826,0.00041095784192855534,0.001788442004543798,0.0009839726441647862,0.0003857575969046345,0.051800543052877845,0.04474939624036819
seen,RAFT-Stereo,dataset_7_keyframe_1,gt_disparity_ge_8px,sequence,0.5,150147.85239505768,147388.96739959717,134266.5459742546,15881.30642080307,13122.42142534256,31512.72901248932,29003.72784614563,407727,216763,190943,21,33136,5990,1036,31546,5675,929,29802,5511,874,646,646,0.3682558486317013,0.3614893480186428,0.3293050153025299,0.038950833329171375,0.10577111938316217,0.5316375908389682,0.4683109041098578,5.150505117394727e-05,0.07326576224172515,0.06872428643806036,0.08127006550951985,0.014691202691997342,0.0025409158579147322,0.0773703973492067,0.013918626924388132,0.0022784853590760486,0.0730930254802846,0.013516397000934448,0.002143591177429996,0.07728879621042835,0.07113516604528429
seen,RAFT-Stereo,dataset_7_keyframe_1,motion_high_ge_1px,sequence,0.5,92477.87841320038,90946.95121526718,78755.47917842865,13722.399234771729,12191.472036838531,29814.380360126495,25913.87127161026,409500,211671,197820,9,14833,2811,461,14283,2609,384,13222,2482,337,421,646,0.22583120491624023,0.22209267696035942,0.19232107247479524,0.03351013244144499,0.14838574878911773,0.5169010989010989,0.48307692307692307,2.1978021978021977e-05,0.06482890539928346,0.06162911756565834,0.036222222222222225,0.006864468864468865,0.0011257631257631257,0.03487912087912088,0.006371184371184371,0.0009377289377289378,0.03228815628815629,0.006061050061050061,0.000822954822954823,0.07280678964621855,0.06328173692700918
seen,RAFT-Stereo,dataset_7_keyframe_1,motion_low_lt_1px,sequence,0.5,336149.0670800209,331135.8911113739,274385.5827860832,61763.48429393768,56750.30832529068,135309.58971643448,118513.79261922836,2577568,1343081,1234343,144,23487,6045,2079,22819,5824,1605,21194,5567,1532,633,646,0.13041326827459873,0.12846834345839717,0.10645134591447566,0.023961922360123067,0.18373837782877078,0.5210652056512185,0.4788789277334293,5.58666153521459e-05,0.045986418014950466,0.04597612521421572,0.009112077741498963,0.0023452339569702916,0.0008065742591466064,0.008852918720282064,0.002259494220909012,0.0006226799836124595,0.008222479484537363,0.0021597878310096958,0.0005943587133297744,0.05249506112600501,0.045978919904044575
seen,RAFT-Stereo,dataset_7_keyframe_1,non_boundary,sequence,0.5,28377.52956056595,28134.693655967712,22144.195397377014,6233.334163188934,5990.498258590698,13925.551174640656,12223.832421779633,337217,171375,165835,7,16,2,0,17,1,0,0,0,0,580,646,0.08415213218955732,0.08343201456619243,0.06566749421700867,0.01848463797254865,0.2196573930047427,0.5082039161726722,0.49177532568049653,2.0758146831268888e-05,0.03637248235267066,0.03612324454180781,4.744719275718603e-05,5.9308990946482535e-06,0.0,5.0412642304510154e-05,2.9654495473241268e-06,0.0,0.0,0.0,0.0,0.04129551942707709,0.036249158321732394
seen,RAFT-Stereo,dataset_7_keyframe_1,raw_error_high_gt_3px,sequence,0.5,38572.71931552887,36541.915036678314,36293.02465105057,2279.694664478302,248.89038562774658,2592.863191127777,2528.5850501060486,8856,6691,2165,0,8856,8856,2540,8792,8049,1958,8792,8049,1869,302,646,4.355546444842917,4.126232501883279,4.098128348131275,0.25741809671164173,0.05910121725746528,0.7555329719963866,0.24446702800361336,0.0,0.3407106059599913,0.11496091714907464,1.0,1.0,0.2868112014453478,0.992773261065944,0.9088753387533876,0.22109304426377596,0.992773261065944,0.9088753387533876,0.21104336043360433,0.29278039646880955,0.28552225046364593
seen,RAFT-Stereo,dataset_7_keyframe_1,raw_error_low_le_1px,sequence,0.5,340827.6556940079,339229.1324830055,271559.92929935455,69267.72639465332,67669.20318365097,157422.58165311813,136936.9295783043,2948748,1526268,1422327,153,0,0,0,2686,102,22,0,0,0,646,646,0.1155838531112214,0.11504175076439409,0.09209329834199279,0.023490554769228608,0.2032338785818522,0.5175986554293551,0.4823494581429135,5.18864277313626e-05,0.04538372448000831,0.047576403445656994,0.0,0.0,0.0,0.0009108950646172545,3.45909518209084e-05,7.460793529999851e-06,0.0,0.0,0.0,0.053386244485157136,0.046439007191629904
seen,RAFT-Stereo,dataset_7_keyframe_1,raw_error_mid_1_to_3px,sequence,0.5,49226.57048368454,46311.794806957245,45288.10801410675,3938.4624695777893,1023.6867928504944,5108.5252323150635,4962.149262428284,29464,21793,7671,0,29464,0,0,25624,282,9,25624,0,0,640,646,1.6707361690091143,1.5718094897826922,1.5370658435414999,0.13367032546761437,0.08000684246088478,0.7396483844691827,0.26035161553081726,0.0,0.18072144585774283,0.13344893662501556,1.0,0.0,0.0,0.869671463480858,0.00957100190062449,0.00030545750746673907,0.869671463480858,0.0,0.0,0.1733819315882115,0.16841397170880681
seen,RAFT-Stereo,dataset_7_keyframe_2,all,sequence,0.5,47990.02904987335,45681.92518949509,38032.58055925369,9957.44849061966,7649.344630241394,20009.844497203827,17606.793120861053,254507,136247,118244,16,3332,2195,1671,3133,2160,1533,2863,2153,1529,344,627,0.1885607431224813,0.1794918221875826,0.1494362848929644,0.039124458229516906,0.2074899450523658,0.5353369455457021,0.46460018781408763,6.286664021028891e-05,0.0730837999414274,0.0646911862778779,0.013091977823792665,0.00862451720384901,0.0065656347369620486,0.012310073986177197,0.008486996428389003,0.006023409965148306,0.011249199432628572,0.008459492273297002,0.006007693305095734,0.0786219809168464,0.0691799955241351
seen,RAFT-Stereo,dataset_7_keyframe_2,boundary,sequence,0.5,43968.60082387924,41943.42189741135,35086.66639852524,8881.934425354004,6856.755498886108,18031.136246681213,15738.689924240112,223169,118278,104879,12,3332,2195,1671,3133,2160,1533,2863,2153,1529,344,627,0.197019302967165,0.18794466031308715,0.15722016229191885,0.03979914067524615,0.20200630129058483,0.5299929649727336,0.4699532641182243,5.377090904202645e-05,0.07509371502184686,0.06537777342352719,0.01493038907733601,0.009835595445604004,0.007487599084102183,0.014038688169055739,0.00967876362756476,0.006869233630118879,0.012828842715610142,0.009647397263956912,0.006851309993771536,0.08079588225372347,0.07052363869641443
seen,RAFT-Stereo,dataset_7_keyframe_2,fb_consistent,sequence,0.5,47636.94486618042,45301.843445301056,37745.144005298615,9891.800860881805,7556.699440002441,19839.09450006485,17448.500300884247,253172,135661,117495,16,3325,2191,1671,3127,2156,1533,2857,2149,1529,343,627,0.18816040030564368,0.17893702086052587,0.14908893560622272,0.039071464699420966,0.20764977453254843,0.5358451961512332,0.4640916057067922,6.319814197462594e-05,0.07291558267211509,0.06431507247118977,0.013133363879101955,0.008654195566650341,0.0066002559524749975,0.012351286872165959,0.008515949631080846,0.006055171977943848,0.011284818226344145,0.008488300443966947,0.006039372442450192,0.07836211942894494,0.06891954995372414
seen,RAFT-Stereo,dataset_7_keyframe_2,fb_inconsistent_occlusion_like,sequence,0.5,353.08418369293213,380.08174419403076,287.4365539550781,65.647629737854,92.64519023895264,170.74999713897705,158.29281997680664,1335,586,749,0,7,4,0,6,4,0,6,4,0,27,627,0.26448253460144727,0.28470542636256985,0.2153082801161634,0.04917425448528387,0.18592628265373098,0.4389513108614232,0.5610486891385768,0.0,0.11202667190760068,0.1236918427756377,0.0052434456928838954,0.00299625468164794,0.0,0.0044943820224719105,0.00299625468164794,0.0,0.0044943820224719105,0.00299625468164794,0.0,0.1279026195797581,0.11857140073169037
seen,RAFT-Stereo,dataset_7_keyframe_2,gt_disparity_0_to_2px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
seen,RAFT-Stereo,dataset_7_keyframe_2,gt_disparity_2_to_4px,sequence,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
seen,RAFT-Stereo,dataset_7_keyframe_2,gt_disparity_4_to_8px,sequence,0.5,5189.0580224990845,5316.274809837341,3554.183874607086,1634.8741478919983,1762.0909352302551,3891.3346519470215,3396.9650831222534,35560,17392,18168,0,121,0,0,95,0,0,45,0,0,119,627,0.14592401638073915,0.14950154133400848,0.09994892785734213,0.04597508852339702,0.31506183604103,0.4890888638920135,0.5109111361079866,0.0,0.09400150344365216,0.0969887128594372,0.003402699662542182,0.0,0.0,0.002671541057367829,0.0,0.0,0.001265466816647919,0.0,0.0,0.10943010832246967,0.09552770200006337
seen,RAFT-Stereo,dataset_7_keyframe_2,gt_disparity_ge_8px,sequence,0.5,42800.97102737427,40365.650379657745,34478.39668464661,8322.574342727661,5887.253695011139,16118.509845256805,14209.8280377388,218947,118855,100076,16,3211,2195,1671,3038,2160,1533,2818,2153,1529,344,627,0.19548553315356806,0.18436265570963634,0.15747371137602528,0.03801182177754278,0.1944482600033719,0.5428482692158376,0.4570786537381193,7.307704604310632e-05,0.07002292156600615,0.05882782780098264,0.0146656496777759,0.010025257254038649,0.007631983996126916,0.013875504117434812,0.009865401215819353,0.007001694474005124,0.012870694734342101,0.009833430008175494,0.006983425212494348,0.07361831788175588,0.06490076611115383
seen,RAFT-Stereo,dataset_7_keyframe_2,motion_high_ge_1px,sequence,0.5,20337.12110233307,18536.499549865723,17854.009305000305,2483.1117973327637,682.4902448654175,3439.856134414673,3165.602042198181,29501,20095,9406,0,2712,2167,1659,2578,2135,1524,2481,2128,1520,209,627,0.6893705671785048,0.6283346174660426,0.6052001391478359,0.08417042803066888,0.12209750754977314,0.6811633503949018,0.3188366496050981,0.0,0.1235686388321853,0.07255903092339118,0.09192908714958815,0.07345513711399614,0.056235381851462665,0.08738686824175451,0.07237042812108065,0.05165926578760042,0.08409884410697943,0.07213314802888038,0.051523677163485986,0.11660134010422267,0.10730490634887567
