dataset,split,backbone,sequence,frame,protocol,record_level,section,metric_path,method,horizon,metric_scope,applicability,diagnostic_tags,statistic,value,source_id,source_run,source_manifest_sha256,source_report_sha256,specimen,session,window_index,step_since_reset,reset
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_339429616,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.301284521818161,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,10,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_339429616,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.09359955042600632,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,10,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_372843503,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9531250596046448,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,10,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_372843503,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.6931532621383667,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,10,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_372843503,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.2384824901819229,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,10,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_372843503,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.42439883947372437,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,10,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_406133651,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9772762656211853,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,10,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_406133651,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.5276328921318054,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,10,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_406133651,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.2415451854467392,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,10,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_1__end,specimen_2__2025_04_10-16_08_53__1744294158_406133651,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.18443205952644348,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,10,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_339429616,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9819445013999939,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_339429616,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.39488402009010315,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_339429616,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.301284521818161,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_339429616,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.09359955042600632,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_372843503,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9531250596046448,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_372843503,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.6931532621383667,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_372843503,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.2384824901819229,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_372843503,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.42439883947372437,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_406133651,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9772762656211853,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_406133651,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.5276328921318054,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_406133651,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.2415451854467392,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__start,specimen_2__2025_04_10-16_08_53__1744294158_406133651,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.18443205952644348,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,11,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294171_972712516,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9800540804862976,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294171_972712516,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.4520281255245209,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294171_972712516,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.2559283375740051,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294171_972712516,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.19609977304935455,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_006070613,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9533951282501221,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_006070613,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.6928566694259644,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_006070613,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.47731339931488037,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_006070613,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.11488598585128784,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,2,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_039264440,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9733796715736389,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_039264440,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.44828373193740845,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_039264440,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.3116222023963928,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_2__end,specimen_2__2025_04_10-16_08_53__1744294172_039264440,"four-frame curated causal windows, past-to-present",per_frame,d4d,update_magnitude,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.13292187452316284,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,12,3,0
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_3__start,specimen_2__2025_04_10-16_08_53__1744294171_972712516,"four-frame curated causal windows, past-to-present",per_frame,d4d,support_coverage,support,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.9800540804862976,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,13,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_3__start,specimen_2__2025_04_10-16_08_53__1744294171_972712516,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,raw,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.4520281255245209,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,13,1,1
D4D,,RAFT-Stereo,specimen_2__2025_04_10-16_08_53__Clip_3__start,specimen_2__2025_04_10-16_08_53__1744294171_972712516,"four-frame curated causal windows, past-to-present",per_frame,d4d,motion_compensated_inconsistency,refined,,no_reference_prediction_space,NO_REFERENCE_DIAGNOSTIC,{},value,0.2559283375740051,definitive/D4D/canonical_h4@4148ee8b4b6d,/dtu/p1/leopam/ARGOS/ARGOS_hand/results/definitive_temporal_evaluation_csv/canonical_h4_ood_v7/runs/d4d/model_design_comparison_canonical_h4__factory,674eccf732d550a35b6e9629ae35abe16a191f5ce8e45e0e438cb7666c528b3b,9a47f373746c11dfd1685633f69957d3232b5beaf8195684d9ba810a8c3a43b1,specimen_2,2025_04_10-16_08_53,13,1,1
